trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.594262798574761, 'e': 0.9879032226507463}",25,0,-124.68073973077118,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
175,False,"{'a': 0.5941963882940058, 'e': 0.9877632580662745}",25,0,-48.09114730164217,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
176,False,"{'a': 0.5941295977275822, 'e': 0.9876224933936179}",25,0,-68.3347493926764,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
177,False,"{'a': 0.5940624269182365, 'e': 0.9874809287467954}",25,8,-105.84807716589528,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 1}",1
178,False,"{'a': 0.5939948759089578, 'e': 0.9873385642404747}",20,7,-37.56525839058931,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
179,False,"{'a': 0.5939269447429788, 'e': 0.987195399989971}",30,0,-195.55673221036116,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
180,False,"{'a': 0.5938586334637754, 'e': 0.9870514361112471}",25,0,-99.51377554931048,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
181,False,"{'a': 0.5937899421150669, 'e': 0.986906672720914}",20,0,-30.143071014987473,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
182,False,"{'a': 0.5937208707408157, 'e': 0.9867611099362301}",20,0,-72.78256909575123,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
183,False,"{'a': 0.5936514193852275, 'e': 0.986614747875101}",25,0,-84.59974735476388,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
184,False,"{'a': 0.5935815880927511, 'e': 0.98646758665608}",20,0,-75.59501458769171,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
185,False,"{'a': 0.5935113769080786, 'e': 0.9863196263983679}",20,0,-87.59862363716636,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
186,False,"{'a': 0.5934407858761452, 'e': 0.9861708672218122}",25,0,-138.4643254974934,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
187,False,"{'a': 0.593369815042129, 'e': 0.986021309246908}",20,0,-75.67342718891695,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
188,False,"{'a': 0.5932984644514515, 'e': 0.9858709525947973}",20,0,-43.839780283727016,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
189,False,"{'a': 0.593226734149777, 'e': 0.9857197973872688}",20,0,-36.09411204783922,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
190,False,"{'a': 0.5931546241830128, 'e': 0.9855678437467584}",25,0,-115.60328744640111,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
191,False,"{'a': 0.5930821345973095, 'e': 0.9854150917963483}",35,0,-304.77980633619393,"{0: 15, 1: 5, 2: 9, 3: 2, 4: 4}",0
192,False,"{'a': 0.5930092654390603, 'e': 0.9852615416597679}",20,3,-34.46466829792092,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
193,False,"{'a': 0.5929360167549014, 'e': 0.9851071934613925}",20,0,-59.71828764916032,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.592862388591712, 'e': 0.9849520473262444}",20,0,-161.08813829948974,"{0: 8, 1: 2, 2: 6, 3: 3, 4: 1}",0
195,False,"{'a': 0.5927883809966141, 'e': 0.9847961033799917}",20,0,-114.11938072675659,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
196,False,"{'a': 0.5927139940169727, 'e': 0.9846393617489492}",25,3,-76.3968959603409,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 2}",1
197,False,"{'a': 0.5926392277003953, 'e': 0.9844818225600774}",35,0,-159.47314364823444,"{0: 24, 1: 3, 2: 4, 3: 1, 4: 3}",0
198,False,"{'a': 0.5925640820947324, 'e': 0.9843234859409832}",20,0,-31.663670214022886,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
199,False,"{'a': 0.5924885572480773, 'e': 0.9841643520199193}",20,0,-125.79601771058975,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
200,False,"{'a': 0.5924126532087656, 'e': 0.9840044209257839}",25,0,-164.3173858413587,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
201,False,"{'a': 0.5923363700253761, 'e': 0.9838436927881214}",20,0,-46.392140760466596,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
202,False,"{'a': 0.5922597077467301, 'e': 0.9836821677371216}",20,0,-164.4066994458049,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
203,False,"{'a': 0.5921826664218913, 'e': 0.9835198459036196}",20,0,-84.9651975972141,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
204,False,"{'a': 0.5921052461001662, 'e': 0.9833567274190963}",25,0,-204.50541388238884,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
205,False,"{'a': 0.5920274468311039, 'e': 0.9831928124156776}",25,0,-128.42657887492123,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
206,False,"{'a': 0.5919492686644957, 'e': 0.9830281010261345}",25,0,-141.74538780808592,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
207,False,"{'a': 0.5918707116503759, 'e': 0.9828625933838834}",30,0,-129.77617915090516,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
208,False,"{'a': 0.5917917758390208, 'e': 0.9826962896229853}",20,0,-25.18973223807552,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
209,False,"{'a': 0.5917124612809492, 'e': 0.9825291898781464}",25,0,-71.93972928460491,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
210,False,"{'a': 0.5916327680269227, 'e': 0.9823612942847174}",20,0,-79.88699601225463,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
211,False,"{'a': 0.5915526961279449, 'e': 0.9821926029786937}",30,0,-108.99819848463812,"{0: 15, 1: 8, 2: 5, 3: 2, 4: 0}",0
212,False,"{'a': 0.5914722456352617, 'e': 0.9820231160967153}",20,0,-74.9522590244742,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
213,False,"{'a': 0.5913914166003615, 'e': 0.9818528337760666}",25,0,-120.75581320814035,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
214,False,"{'a': 0.5913102090749749, 'e': 0.9816817561546762}",25,0,-89.68540958671073,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
215,False,"{'a': 0.5912286231110747, 'e': 0.981509883371117}",25,0,-204.8433796265321,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
216,False,"{'a': 0.5911466587608758, 'e': 0.981337215564606}",20,0,-148.294863385926,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
217,False,"{'a': 0.5910643160768355, 'e': 0.9811637528750039}",25,0,-134.47349048741577,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
218,False,"{'a': 0.5909815951116532, 'e': 0.9809894954428157}",20,0,-163.0348566073088,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
219,False,"{'a': 0.59089849591827, 'e': 0.9808144434091898}",20,0,-122.5282304772636,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
220,False,"{'a': 0.5908150185498696, 'e': 0.9806385969159184}",20,0,-94.67543887156451,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
221,False,"{'a': 0.5907311630598777, 'e': 0.9804619561054371}",25,0,-206.70099612728833,"{0: 12, 1: 4, 2: 4, 3: 2, 4: 3}",0
222,False,"{'a': 0.5906469295019614, 'e': 0.9802845211208249}",20,0,-33.452577497052445,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
223,False,"{'a': 0.5905623179300306, 'e': 0.9801062921058042}",20,0,-100.52687003335075,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
224,False,"{'a': 0.5904773283982362, 'e': 0.9799272692047406}",20,0,-76.21450887333151,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
225,False,"{'a': 0.590391960960972, 'e': 0.9797474525626424}",20,0,-169.05297062357712,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
226,False,"{'a': 0.5903062156728729, 'e': 0.9795668423251612}",20,0,-133.56631260321902,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
227,False,"{'a': 0.5902200925888158, 'e': 0.9793854386385914}",20,0,-154.68876107103947,"{0: 10, 1: 5, 2: 0, 3: 3, 4: 2}",0
228,False,"{'a': 0.5901335917639197, 'e': 0.9792032416498697}",30,0,-234.34724870020324,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
229,False,"{'a': 0.590046713253545, 'e': 0.9790202515065759}",20,0,-36.02246211958467,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
230,False,"{'a': 0.5899594571132939, 'e': 0.9788364683569319}",30,0,-143.5471882308033,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 3}",0
231,False,"{'a': 0.5898718233990105, 'e': 0.978651892349802}",20,0,-53.467309094055175,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
232,False,"{'a': 0.5897838121667801, 'e': 0.9784665236346929}",25,0,-84.93152603731046,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
233,False,"{'a': 0.5896954234729301, 'e': 0.978280362361753}",20,0,-77.47214610065802,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
234,False,"{'a': 0.5896066573740293, 'e': 0.9780934086817732}",30,0,-138.05958023344638,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
235,False,"{'a': 0.5895175139268878, 'e': 0.9779056627461857}",20,0,-65.37803007896837,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
236,False,"{'a': 0.5894279931885575, 'e': 0.9777171247070651}",20,0,-94.25020290032343,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
237,False,"{'a': 0.5893380952163317, 'e': 0.9775277947171267}",20,0,-85.99073563534651,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
238,False,"{'a': 0.5892478200677452, 'e': 0.9773376729297281}",20,0,-171.82456865536986,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",0
239,False,"{'a': 0.5891571678005738, 'e': 0.9771467594988679}",20,0,-82.21533516066499,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
240,False,"{'a': 0.5890661384728352, 'e': 0.9769550545791859}",20,0,-103.05445315450058,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
241,False,"{'a': 0.5889747321427881, 'e': 0.9767625583259631}",30,0,-215.54032270074924,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
242,False,"{'a': 0.5888829488689326, 'e': 0.9765692708951215}",20,0,-45.24641696247561,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
243,False,"{'a': 0.5887907887100098, 'e': 0.9763751924432238}",25,0,-217.19429788340221,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 5}",0
244,False,"{'a': 0.5886982517250023, 'e': 0.9761803231274737}",20,12,0.6753485214461974,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5886053379731339, 'e': 0.9759846631057152}",30,0,-162.5355215065617,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
246,False,"{'a': 0.5885120475138692, 'e': 0.9757882125364329}",25,0,-135.33193323738368,"{0: 18, 1: 3, 2: 0, 3: 1, 4: 3}",0
247,False,"{'a': 0.5884183804069142, 'e': 0.9755909715787519}",20,5,-24.409398468451172,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
248,False,"{'a': 0.5883243367122158, 'e': 0.9753929403924371}",25,0,-111.3113761339116,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
249,False,"{'a': 0.588229916489962, 'e': 0.975194119137894}",20,0,-62.2866878502974,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
250,False,"{'a': 0.5881351198005818, 'e': 0.9749945079761677}",20,0,-84.35360502858,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
251,False,"{'a': 0.5880399467047449, 'e': 0.9747941070689433}",20,0,-124.5182453653215,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
252,False,"{'a': 0.5879443972633622, 'e': 0.9745929165785454}",20,0,-41.91107728595588,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
253,False,"{'a': 0.5878484715375855, 'e': 0.9743909366679384}",25,0,-131.16657269560812,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
254,False,"{'a': 0.5877521695888068, 'e': 0.974188167500726}",25,0,-121.09137767372431,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
255,False,"{'a': 0.5876554914786598, 'e': 0.9739846092411512}",30,0,-127.49424852255265,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
256,False,"{'a': 0.5875584372690182, 'e': 0.9737802620540961}",20,0,-119.71257333590634,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
257,False,"{'a': 0.587461007021997, 'e': 0.973575126105082}",20,0,-91.91440255806484,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
258,False,"{'a': 0.5873632007999512, 'e': 0.973369201560269}",25,0,-166.59236459291384,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
259,False,"{'a': 0.587265018665477, 'e': 0.9731624885864559}",20,0,-125.65423259534205,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
260,False,"{'a': 0.5871664606814109, 'e': 0.9729549873510803}",20,0,-74.37456133412071,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
261,False,"{'a': 0.5870675269108299, 'e': 0.9727466980222181}",25,0,-120.74977546946069,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
262,False,"{'a': 0.5869682174170517, 'e': 0.9725376207685837}",35,0,-201.5450425546308,"{0: 21, 1: 5, 2: 4, 3: 2, 4: 3}",0
263,False,"{'a': 0.5868685322636346, 'e': 0.9723277557595297}",30,0,-283.85365769484844,"{0: 13, 1: 6, 2: 3, 3: 4, 4: 4}",0
264,False,"{'a': 0.5867684715143767, 'e': 0.9721171031650467}",30,4,-113.85188186956535,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 2}",1
265,False,"{'a': 0.5866680352333171, 'e': 0.9719056631557632}",20,0,-159.38285310923726,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
266,False,"{'a': 0.586567223484735, 'e': 0.9716934359029458}",20,0,-91.53490189849532,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
267,False,"{'a': 0.58646603633315, 'e': 0.9714804215784983}",20,0,-44.23394634614591,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
268,False,"{'a': 0.5863644738433216, 'e': 0.9712666203549626}",30,0,-77.39389875854212,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
269,False,"{'a': 0.5862625360802499, 'e': 0.9710520324055174}",20,0,-148.38145678076822,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
270,False,"{'a': 0.5861602231091753, 'e': 0.9708366579039791}",30,0,-190.80050762588795,"{0: 17, 1: 2, 2: 6, 3: 3, 4: 2}",0
271,False,"{'a': 0.5860575349955779, 'e': 0.970620497024801}",30,0,-132.89154655360113,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 3}",0
272,False,"{'a': 0.585954471805178, 'e': 0.9704035499430733}",20,0,-85.87013617171812,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
273,False,"{'a': 0.5858510336039362, 'e': 0.9701858168345232}",25,0,-141.14645405669046,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
274,False,"{'a': 0.5857472204580528, 'e': 0.9699672978755146}",20,3,-53.33471850536639,"{0: 9, 1: 5, 2: 2, 3: 1, 4: 0}",1
275,False,"{'a': 0.5856430324339684, 'e': 0.9697479932430477}",20,0,-34.69302651781461,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
276,False,"{'a': 0.5855384695983633, 'e': 0.9695279031147593}",20,0,-110.00093335591404,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
277,False,"{'a': 0.5854335320181575, 'e': 0.9693070276689224}",25,0,-67.12817477929124,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
278,False,"{'a': 0.5853282197605113, 'e': 0.969085367084446}",25,0,-218.82952422814603,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 4}",0
279,False,"{'a': 0.5852225328928243, 'e': 0.9688629215408754}",25,0,-112.91674045878217,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
280,False,"{'a': 0.5851164714827364, 'e': 0.9686396912183912}",25,0,-135.4122054444542,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
281,False,"{'a': 0.5850100355981266, 'e': 0.9684156762978101}",25,0,-180.2072551695865,"{0: 14, 1: 5, 2: 1, 3: 2, 4: 3}",0
282,False,"{'a': 0.584903225307114, 'e': 0.9681908769605841}",25,0,-63.14269734717237,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
283,False,"{'a': 0.5847960406780572, 'e': 0.9679652933888009}",30,8,-75.82581782785671,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 1}",1
284,False,"{'a': 0.5846884817795543, 'e': 0.9677389257651828}",25,0,-111.24058235214949,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
285,False,"{'a': 0.5845805486804431, 'e': 0.9675117742730878}",30,0,-127.96243180085891,"{0: 16, 1: 5, 2: 8, 3: 0, 4: 1}",0
286,False,"{'a': 0.5844722414498006, 'e': 0.9672838390965085}",20,0,-133.6009758555322,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
287,False,"{'a': 0.5843635601569436, 'e': 0.9670551204200725}",30,9,-91.18456439804011,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 2}",1
288,False,"{'a': 0.5842545048714279, 'e': 0.9668256184290417}",20,0,-84.06537313859148,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
289,False,"{'a': 0.5841450756630491, 'e': 0.9665953333093129}",20,3,-54.40120822661411,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
290,False,"{'a': 0.5840352726018418, 'e': 0.9663642652474169}",25,0,-97.48948639526614,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
291,False,"{'a': 0.5839250957580802, 'e': 0.966132414430519}",30,0,-88.4995183984583,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
292,False,"{'a': 0.5838145452022769, 'e': 0.9658997810464183}",20,0,-46.54955681318869,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
293,False,"{'a': 0.5837036210051848, 'e': 0.9656663652835475}",20,0,-19.314694580279028,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
294,False,"{'a': 0.5835923232377951, 'e': 0.9654321673309738}",20,0,-145.43600794524136,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
295,False,"{'a': 0.5834806519713385, 'e': 0.9651971873783973}",25,0,-119.41363501219007,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
296,False,"{'a': 0.5833686072772846, 'e': 0.9649614256161518}",35,16,-97.222031368784,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 1}",1
297,False,"{'a': 0.5832561892273419, 'e': 0.9647248822352044}",20,0,-135.15474565081843,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
298,False,"{'a': 0.5831433978934579, 'e': 0.9644875574271551}",20,0,-81.00403151842363,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
299,False,"{'a': 0.5830302333478192, 'e': 0.9642494513842369}",25,0,-65.01302211683439,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
300,False,"{'a': 0.5829166956628512, 'e': 0.9640105642993159}",25,0,-166.82608041607222,"{0: 12, 1: 0, 2: 10, 3: 2, 4: 1}",0
301,False,"{'a': 0.5828027849112177, 'e': 0.9637708963658905}",25,0,-22.428227640897436,"{0: 21, 1: 2, 2: 0, 3: 2, 4: 0}",0
302,False,"{'a': 0.5826885011658218, 'e': 0.9635304477780917}",30,0,-106.446899135292,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
303,False,"{'a': 0.5825738444998051, 'e': 0.963289218730683}",20,0,-65.44800497005988,"{0: 10, 1: 6, 2: 3, 3: 1, 4: 0}",0
304,False,"{'a': 0.5824588149865478, 'e': 0.9630472094190596}",20,0,-70.20934221780827,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
305,False,"{'a': 0.5823434126996688, 'e': 0.9628044200392494}",30,0,-140.2933798317659,"{0: 17, 1: 6, 2: 4, 3: 2, 4: 1}",0
306,False,"{'a': 0.5822276377130255, 'e': 0.9625608507879115}",25,0,-184.7855387595762,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",0
307,False,"{'a': 0.582111490100714, 'e': 0.9623165018623372}",25,0,-49.66949088062957,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
308,False,"{'a': 0.5819949699370686, 'e': 0.962071373460449}",35,11,-86.9709738586637,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 1}",1
309,False,"{'a': 0.5818780772966624, 'e': 0.9618254657808009}",25,0,-144.86294065268976,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
310,False,"{'a': 0.5817608122543064, 'e': 0.9615787790225779}",30,0,-156.35155783040648,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
311,False,"{'a': 0.5816431748850507, 'e': 0.9613313133855967}",20,0,-119.8475100620757,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",1
312,False,"{'a': 0.5815251652641827, 'e': 0.9610830690703042}",20,0,-66.72373297450173,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
313,False,"{'a': 0.5814067834672288, 'e': 0.9608340462777781}",20,5,-61.38552798019138,"{0: 10, 1: 3, 2: 0, 3: 1, 4: 1}",1
314,False,"{'a': 0.5812880295699535, 'e': 0.9605842452097272}",25,4,-198.38218215346186,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 3}",1
315,False,"{'a': 0.581168903648359, 'e': 0.9603336660684902}",20,0,-175.44497143319424,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
316,False,"{'a': 0.581049405778686, 'e': 0.9600823090570362}",20,0,-80.74211007464103,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
317,False,"{'a': 0.5809295360374132, 'e': 0.9598301743789643}",20,0,-94.62471572281052,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
318,False,"{'a': 0.5808092945012572, 'e': 0.9595772622385037}",30,0,-199.56491964297692,"{0: 19, 1: 4, 2: 2, 3: 1, 4: 4}",0
319,False,"{'a': 0.5806886812471723, 'e': 0.9593235728405131}",25,0,-41.68377967413323,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
320,False,"{'a': 0.5805676963523515, 'e': 0.9590691063904809}",30,0,-105.96805612820974,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
321,False,"{'a': 0.5804463398942248, 'e': 0.9588138630945251}",25,0,-85.70571017752509,"{0: 13, 1: 6, 2: 5, 3: 1, 4: 0}",0
322,False,"{'a': 0.5803246119504603, 'e': 0.9585578431593925}",20,0,-41.96339763334229,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
323,False,"{'a': 0.5802025125989639, 'e': 0.9583010467924594}",20,0,-49.87001535898446,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
324,False,"{'a': 0.5800800419178793, 'e': 0.9580434742017307}",20,3,-86.88556380977646,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 1}",1
325,False,"{'a': 0.5799571999855877, 'e': 0.9577851255958405}",25,0,-160.97454774315082,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
326,False,"{'a': 0.5798339868807079, 'e': 0.9575260011840507}",20,0,-174.3465812415964,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 3}",0
327,False,"{'a': 0.5797104026820963, 'e': 0.9572661011762524}",20,0,-110.53721734964165,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
328,False,"{'a': 0.5795864474688468, 'e': 0.9570054257829645}",30,0,-162.6759578174231,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
329,False,"{'a': 0.5794621213202906, 'e': 0.956743975215334}",20,13,-4.924820742488017,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.5793374243159966, 'e': 0.956481749685136}",25,0,-104.0451919659479,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
331,False,"{'a': 0.5792123565357707, 'e': 0.9562187494047729}",20,0,-183.7901818280165,"{0: 8, 1: 1, 2: 7, 3: 2, 4: 2}",0
332,False,"{'a': 0.5790869180596566, 'e': 0.9559549745872751}",20,0,-125.31100446900491,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
333,False,"{'a': 0.5789611089679346, 'e': 0.9556904254463002}",20,13,-41.173501690858274,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
334,False,"{'a': 0.5788349293411226, 'e': 0.9554251021961329}",20,0,-67.33354766770279,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
335,False,"{'a': 0.5787083792599756, 'e': 0.955159005051685}",30,0,-223.1779795430379,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 4}",0
336,False,"{'a': 0.5785814588054856, 'e': 0.9548921342284954}",30,0,-141.978893265467,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
337,False,"{'a': 0.5784541680588818, 'e': 0.9546244899427292}",20,0,-160.46881984772125,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
338,False,"{'a': 0.5783265071016301, 'e': 0.9543560724111783}",25,0,-104.367132697442,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
339,False,"{'a': 0.5781984760154336, 'e': 0.9540868818512609}",25,0,-67.31571753928097,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
340,False,"{'a': 0.5780700748822323, 'e': 0.9538169184810215}",25,0,-64.52577199225138,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
341,False,"{'a': 0.5779413037842027, 'e': 0.9535461825191301}",20,0,-115.76760875065362,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
342,False,"{'a': 0.5778121628037584, 'e': 0.9532746741848831}",20,0,-135.46419773516484,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
343,False,"{'a': 0.5776826520235496, 'e': 0.9530023936982022}",30,12,-51.434544331318136,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
344,False,"{'a': 0.5775527715264633, 'e': 0.9527293412796344}",25,0,-147.77342471495055,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
345,False,"{'a': 0.5774225213956229, 'e': 0.9524555171503523}",20,0,-104.03805562967756,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
